text,text_clean_sentiment,label,score
Ottawa announces $1.2B more to help Indigenous communities fight COVID-19 pandemic https://t.co/3v8nQcDdAS https://t.co/wMzREeGBsd,ottawa announces more help indigenous community fight pandemic,NEGATIVE,0.947002649307251
"Top story: Novel Coronavirus (COVID-19)
 - Ottawa Public Health https://t.co/6dEHpLx19u, see more https://t.co/GlAOdOVt5Y",top story novel coronavirus ottawa public health see more,NEGATIVE,0.9855785369873047
Indigenous Services Minister Marc Miller says Ottawa will spend $1.2-billion in new funding to help Indigenous communities keep fighting the COVID-19 pandemic. Ottawa announces $1.2-billion in new funding to help Indigenous communities #cdnpoli  https://t.co/SaoEfl4Stm,indigenous service minister marc miller say ottawa will spend billion new funding help indigenous community keep fight pandemic ottawa announces billion new funding help indigenous community,NEGATIVE,0.8150973916053772
"Experts pour cold water on Kenney's eyeing of provincial COVID-19 vaccine procurement | Calgary Herald “I don’t see any regulatory path for Alberta to import drugs from other countries without Ottawa’s approval,” said Hardcastle. #firekenney  🛑 Talking https://t.co/jlpgcODhRL",expert pour cold water kenney eye provincial vaccine procurement calgary herald not_see any regulatory path alberta import drug country without ottawa approval say hardcastle stop sign talk,NEGATIVE,0.9935339689254761
Ottawa's gifted students can apparently think their way out of getting COVID-19? 🙃https://t.co/oG1ffs4GzY,ottawa gift student can apparently think way out get upside_down face,NEGATIVE,0.9946675300598145
UPDATED LOCAL FIGURES: Ottawa Public Health says 179 more people in Ottawa have tested positive for COVID-19 following a one-day drop in new cases. #ottnews https://t.co/KKZzPS26Bo,update local figure ottawa public health say more people ottawa test positive follow one_day drop new case,NEGATIVE,0.9755361676216125
Ottawa announces $1.2B more to help Indigenous communities fight COVID-19 pandemic https://t.co/ESuAtTOIXi,ottawa announces more help indigenous community fight pandemic,NEGATIVE,0.9169502854347229
"Ottawa announces $1.2B more to help Indigenous communities fight COVID-19 pandemic.

Includes: $380 million to help First Nations deal with COVID-19 - support for elders, addressing food insecurity,  initiatives to help limit the spread of the coronavirus
https://t.co/riKyZyI0qF",ottawa announces more help indigenous community fight pandemic include million help first nation deal with support elder address food insecurity initiative help limit spread coronavirus,POSITIVE,0.7801019549369812
Ottawa announces $1.2B more to help Indigenous communities fight COVID 19 pandemic https://t.co/IG8h3LJEqg,ottawa announces more help indigenous community fight pandemic,NEGATIVE,0.9540479779243469
Ottawa announces $1.2B more to help Indigenous communities fight COVID-19 pandemic https://t.co/Tc8DhelClC,ottawa announces more help indigenous community fight pandemic,NEGATIVE,0.9106292128562927
"UPDATED LOCAL FIGURES: Ottawa Public Health is reporting 179 more people in Ottawa have tested positive for COVID-19.

ICU admissions and active cases are on the rise, but the weekly positivity rate has dropped slightly, by 0.1%. #ottnews 

Full details: https://t.co/FRllIrH2YI",update local figure ottawa public health reporting more people ottawa test positive icu admission active case rise weekly positivity rate drop slightly full detail,NEGATIVE,0.9952049255371094
"All provinces need to expand their bed and ICU capacity by 20% and then continued it for one year after covid is over.   The extra capacity can be used to work on waitlists then. 
Ottawa should fund this instead of more green schemes. @globeandmail https://t.co/2a85D4s7G6",province need expand bed icu capacity continued one year over extra capacity can use work waitlists ottawa should fund instead more green scheme,NEGATIVE,0.9976884126663208
"Ottawa Hospital to resume COVID-19 vaccination clinic Friday as more doses arrive
The Ottawa Hospital says it will resume its COVID-19 vaccination clinic on Friday, after pausing it late last week due to a dwindling supply of doses. https://t.co/whJobG81c4",ottawa hospital resume vaccination clinic friday more dos arrive ottawa hospital say will resume vaccination clinic friday pause late last week due dwindle supply dos,NEGATIVE,0.9989355206489563
I just realized that Buffalo vs Toronto/Montreal/Ottawa are all *possible* Stanley Cup Finals matchups due to the new covid division alignments and I’m even more excited for hockey season now,just realize buffalo toronto montreal ottawa possible stanley cup final matchup due new division alignment even more excite hockey season,POSITIVE,0.998831570148468
Ottawa Hospital to resume COVID-19 vaccination clinic Friday as more doses arrive https://t.co/yEcSA4lBky,ottawa hospital resume vaccination clinic friday more dos arrive,NEGATIVE,0.9920182824134827
"Ottawa sees 179 new cases of COVID-19, uptick in ICU patients https://t.co/Z2zoGrdkQP https://t.co/eayM9ZpkQu",ottawa see new case uptick icu patient,NEGATIVE,0.9617581963539124
Ottawa secures another 20 million doses of COVID-19 vaccine from Pfizer. Excellent! Now Feds should take over the provinces for administrstion! ⁦@JustinTrudeau⁩ #cdnpoli ⁦@fordnation⁩ ⁦@jkenney⁩  https://t.co/YFIgp7q944,ottawa secures another million dos vaccine pfizer excellent fed should take over province administrstion,POSITIVE,0.9657536745071411
@cbcwatcher CBC News Network is currently broadcasting a press conference from Ottawa on COVID-19 in Indigenous communities. Amazingly it can show more than one thing at a time online.,cbc news network currently broadcasting press conference ottawa indigenous community amazingly can show more one thing time online,POSITIVE,0.9935964345932007
"COVID-19: Experts say 2nd vaccine dose can be delayed; Ontario reports 2,961 new cases, 154 new cases in Ottawa   https://t.co/R8xq9HTi93 https://t.co/gkHPw4EFqX",expert say vaccine dose can delayed ontario report new case new case ottawa,NEGATIVE,0.9895195960998535
"Wow
Anti-vaxxers planned insurrection on healthcare

prolonging the pandemic, think about it, seriously

#cdnpoli #Ottawa #Toronto #cdnmedia
#COVID19Ontario #ableg https://t.co/qL4ipDdK98",wow anti_vaxxers plan insurrection healthcare prolong pandemic think seriously,NEGATIVE,0.8025397658348083
"COVID-19: Ontario reports 2,961 new cases, 154 in Ottawa; panel says second vaccine doses can be delayed https://t.co/mWJaM8vTOO https://t.co/sRFZ9lfFkA",ontario report new case ottawa panel say second vaccine dos can delayed,NEGATIVE,0.9956527948379517
"Mac researcher to head CIVID research team for Ottawa ???
COVID maybe.. https://t.co/pbgyfCwN7s",mac researcher head civid research team ottawa maybe,NEGATIVE,0.9968463778495789
"""I think COVID has exposed a lot of cracks in our health-care system,"" said Henderson, Director of Client Experience, Education and Innovation with the Dementia Society of Ottawa and Renfrew County.""

We offer programs that can help https://t.co/zS3IFl0U8l https://t.co/D4bz2MNaac",think expose lot crack health_care system say henderson director client experience education innovation with dementia society ottawa renfrew county offer program can help,NEGATIVE,0.9941868782043457
We are certainly following Covid guidelines in Ottawa and keep great physical distance. (NOT!!) https://t.co/Z5sgYiT2dd,certainly follow guideline ottawa keep great physical distance not,POSITIVE,0.6417607069015503
"""Ottawa looks for ways to pay down a soaring deficit amid billions in spending on pandemic-relief measures""

with your money!",ottawa look way pay down soar deficit amid billion spending pandemic_relief measure with money,NEGATIVE,0.9604827761650085
"@JuddLegum @AltHomelandSec @Walmart Well done, @Walmart! Now could please get your Super Center in Ottawa, IL to enforce mask wearing during this global pandemic.",well could please get super center ottawa enforce mask wear global pandemic,POSITIVE,0.9850642085075378
"NEW: #Ottawa has once again set new highs for two #COVID19 pandemic indicators:

7-day average of new cases per day.
7-day average of new cases per capita.

#ottnews",new again set new high two pandemic indicator day average new case per day day average new case per caput,POSITIVE,0.8889453411102295
First round of #COVID vaccines being given to residents of city run LTC homes in Ottawa today. @ottnews https://t.co/REAEZu2DGu,first round vaccine give resident city run ltc home ottawa today,NEGATIVE,0.9908775687217712
Dear @LCBO : please accept all forms of online payment. Your strange idea that the underaged don’t have credit cards and all adults do is completely incorrect and leaves some people having to shop in-store during a pandemic when they’d rather not. #ottawa #ontariolockdown,dear please accept form online payment strange idea underaged not_have credit card adult completely incorrect leaf people shop in_store pandemic when would rather not,NEGATIVE,0.9976688027381897
"New #covid19Canada case law mentioning ""covid-19"" Canadian Rental Development Services Inc. v Ottawa (City), 2021 CanLII 770 (ON LPAT) — 2021-01-08 https://t.co/6wt73x4bsy Local Planning Appeal Tribunal — Ontario
height — storeys — high-rise buildings — development — site",new case law mention canadian rental development service inc ottawa city canlii lpat local planning appeal tribunal ontario height storey high_rise building development site,NEGATIVE,0.9804741144180298
Join us &amp; @HydroOne in a fireside conversation about how their CEO is transforming the company to put customers and #Ontario first. You will learn about how they are supporting our small business during Covid and how they are driving growth in #Ottawa.➡️https://t.co/nAtKTKT5JD https://t.co/2SZMowLxkH,join amp fireside conversation ceo transform company put customer first will learn support small business drive growth,POSITIVE,0.9983634352684021
"COVID-19: Ontario reports 2,961 new cases in the province and 154 new cases in Ottawa  https://t.co/E5gUrcp1Bz https://t.co/N9BfpWOVpw",ontario report new case province new case ottawa,NEGATIVE,0.9867997169494629
"Ottawa has had only 12 covid deaths (deaths with covid) since dec. 11th, 43 since nov. 11th, yet we might get extended 🙄🙄",ottawa only death death with since dec since nov yet might get extend face with roll eye face with roll eye,NEGATIVE,0.9888788461685181
"First of all, has it even been cold enough for the river to completely freeze? 

We haven’t had any real deep freezes yet. 

Second of all... are we staying home?? 

#Ottawa #OttCity #OttRiver #Winter #Pandemic #COVID19 https://t.co/CA8DxASK7g",first even cold enough river completely freeze not_have any real deep freeze yet second stay home,NEGATIVE,0.9959053993225098
"Ontario health officials are once again reporting a triple-digit increase in new COVID-19 cases in Ottawa after a one-day dip on Tuesday.

Updated local figures from Ottawa Public Health are due at around 12:30 p.m. #ottnews 

https://t.co/FFoMBtxTz9",ontario health official again reporting triple_digit increase new case ottawa one_day dip tuesday update local figure ottawa public health due around,NEGATIVE,0.9333212375640869
"People who have this attitude are horrible. Every single person matters. 

Doesn’t matter how young/old healthy/sick they are. 

Protect EVERYONE from #COVID19 — because #COVID doesn’t care about how old you are or how healthy you are. 

#Pandemic #Ottawa #OttCity https://t.co/XftCDb9jDE",people who attitude horrible single person matter not_matter young old healthy sick protect not_care old healthy,NEGATIVE,0.9967312812805176
"COVID-19: Ontario reports 2,961 new cases, 154 in Ottawa https://t.co/4wQUPHoZpV https://t.co/iDQ3byyf1J",ontario report new case ottawa,NEGATIVE,0.9826902747154236
"@BrettDenning So far he has not proven to do so.  Ottawa has been poorly prepared, his call before the ""shutdown"" that Ottawa didn't need it was clearly wrong, and so on.  I get he is pandering to small businesses, but the reality of the pandemic is big aisles &gt; small ones.",far not_proven ottawa poorly prepared call shutdown ottawa not_need clearly wrong get pander small business reality pandemic big aisle small one,NEGATIVE,0.9984632730484009
"Wow. Terrible conditions compared to the 2 Michael’s 👀
Meng Wanzhou wants se­cu­rity de­tail eased be­cause of virus risk (The Globe and Mail (Ottawa/Quebec Edition)), Jan 13, 2021
https://t.co/k3uF8t9A4N https://t.co/4JuIojWO8x",wow terrible condition compare michael eye meng wanzhou want rity tail ease cause virus risk globe mail ottawa quebec edition jan,NEGATIVE,0.9931047558784485
"""'Never before have so many people been feeling intense anxiety and stress all at the same time,' said Therapist Nataxja Cini of Family Therapy.""

https://t.co/J4BnJCvvHP

#ottawalockdown #covid #stress #anxiety #ottawa #ottawalife #",never many people feel intense anxiety stress time say therapist nataxja cini family therapy,POSITIVE,0.9447647929191589
"Ford abandoned these workers without paid sick days. He is doing nothing to help keep a roof over their heads (don't forget the Ottawa PSW working in LTC &amp; living in a shelter)

His only solution to this pandemic seems to be broad enforcement with no guidelines or accountability?",ford abandon worker without paid sick day nothing help keep roof over head not_forget ottawa psw work ltc amp living shelter only solution pandemic seem broad enforcement with no_guideline accountability,NEGATIVE,0.9995993971824646
Toronto public health should be responsible for any further spread of covid—19 and to our economy @CP24 @narendramodi @HCI_Ottawa,toronto public health should responsible any far spread economy,NEGATIVE,0.9949440360069275
"#BREAKING: Ontario is reporting 2,961 new cases of COVID-19 today.

Local breakdown: 

Ottawa: 154 news cases
Eastern Ontario: 12
Leeds, Grenville and Lanark: 5
Renfrew County: 0

#ottnews https://t.co/RxeobiYyGt",ontario reporting new case today local breakdown ottawa news case eastern ontario leeds grenville lanark renfrew county,NEGATIVE,0.8889447450637817
"JUST IN: The Ontario Ministry of Health reports 154 new cases of COVID-19 in Ottawa, 2,961 in Ontario. #ottnews #onpoli",just ontario ministry health report new case ottawa ontario,NEGATIVE,0.9738107323646545
Ottawa secures another 20 million doses of COVID-19 vaccine from Pfizer /via @globeandmail https://t.co/YBF7t7EFUq,ottawa secures another million dos vaccine pfizer via,NEGATIVE,0.9762177467346191
"@Matt_Packer @NeilClark66 Ive done a fake news myself.

Edmonton not Ottawa.

'Dr. Roger Hodkinson, the CEO of a biotech company selling COVID-19 tests,'

It was  a public comment period of a city council meeting in Edmonton, Alberta, Canada. So not at that meeting.

You can google his business.",ive fake news edmonton not_ottawa wouldr roger hodkinson ceo biotech company sell test public comment period city council meeting edmonton alberta canada not_at meeting can google business,NEGATIVE,0.9988259673118591
"Quebec and Ottawa disagree on necessity of a second dose of the coronavirus vaccine

The ‘ committee ‘ of idiot politicians and their lobbyists playing politics with people’s lives. These experts are about as accurate as dart throwing monkeys. https://t.co/sYC0Nm71GO",quebec ottawa disagree necessity second dose coronavirus vaccine committee idiot politician lobbyist play politics with people life expert accurate dart throw monkey,NEGATIVE,0.9982420206069946
the NHL is here baby. 7 teams enter the Thunderdome that is the North Division. 1 good team. 5 OK teams. Ottawa. they're all here to find out who'll have a chance to sip from old Lord Stanley's chalice by just not finishing bottom-3 and not letting their goalie get COVID.,nhl baby team enter thunderdome north division good team team ottawa find out who will chance sip old lord stanley chalice just not_finish bottom not_let goalie get,POSITIVE,0.9942675232887268
A prominent #Ottawa business advocate says the new pandemic rules unfairly punish mainstreet retailers because they still allow big-box stores to remain open. https://t.co/2K0WCX6eIA #ottnews,prominent business advocate say new pandemic rule unfairly punish mainstreet retailer still allow big_box store remain open,NEGATIVE,0.9962109327316284
Ottawa Hospital to resume COVID-19 vaccination clinic Friday as more doses arrive https://t.co/whJobG81c4,ottawa hospital resume vaccination clinic friday more dos arrive,NEGATIVE,0.9905118346214294
What this chart means for folks like you @hscoffield and others in the Ottawa press gallery is that how the pandemic has been managed cannot be divorced from the question of federal health transfers to Provinces over the decades #cdnpoli #cdnmedia https://t.co/Gvn3vAb9Ae,what chart mean folk like others ottawa press gallery pandemic manage cannot_be divorce question federal health transfer province over decade,POSITIVE,0.9982057809829712
Ontario to lay out 'legal parameters' of COVID-19 stay-at-home order today https://t.co/LeIBx2xuve #ottnews #ottawa https://t.co/VqloW0ZZuj,ontario lay out legal parameter stay_at_home order today,NEGATIVE,0.993549644947052
@TheAgenda @Dr_ChrisSimpson @OntarioHealthOH @jkwan_md @DrMohammadOsler @OslerHealth @docschull @ICESOntario @spaikin @sandragionas This is very inaccurate and demeaning to us FP who are working harder than ever to the point of burn out! Our patients are cared for despite COViD. Probably better than before due to better access to virtual care. That’s my experience as a FP in Ottawa.,very inaccurate demean who work harder ever point burn out patient care despite probably well due well access virtual care experience ottawa,NEGATIVE,0.9990384578704834
The Bulldog: City Thinks Pandemic Isn’t Urgent: GRAY #ottcity #ottpoli #Ottawa #ottnews https://t.co/Zs9UH2IgzH https://t.co/pQ7NhVu1N3,bulldog city think pandemic not_urgent gray,NEGATIVE,0.9987086057662964
Comments @CFRAOttawa  @ctvottawa @CTVOttMornLive @grahamctv @PatriciaBoalCTV @MrLeslieRoberts @EvanSolomonShow #ottawa #covid @JimWatsonOttawa @fordnation @mattfharris https://t.co/Tx4cA3Otxf,comment,NEGATIVE,0.9824978709220886
Ontario's new COVID modelling shows LTC deaths could top first wave | Ottawa Sun https://t.co/eM6YpTlV7G,ontario new model show ltc death could top first wave ottawa sun,NEGATIVE,0.9859824776649475
How Ottawa’s Tech Scene was Able to Survive and Grow During COVID-19 - Coruzant Technologies https://t.co/4ckvEMP6lS #Technology #Business #BackToWork #FutureOfWork #Ottawa #KANATA #Innovation #Employers #Digital #EmergingTech #CTO #CIO @DubravkaKrizman @KanataNorthBA,ottawa tech scene able survive grow coruzant technology,POSITIVE,0.9709709286689758
"UPDATE: After revealing details of a plan to allow 6,000 fans to attend home games during the COVID-19 pandemic, the owner of the Ottawa Senators said now is not the time to invite people to watch games live.",update reveal detail plan allow fan attend home game pandemic owner ottawa senator say not_the time invite people watch game live,NEGATIVE,0.9944636225700378
"The ONW Salon: Is Ottawa Doing Enough To Ensure A Good Supply of COVID-19 Vaccine?
@chelcad @TomPark1n
#COVID19 
https://t.co/w7iTcf1Dpq https://t.co/qbAXSvlX7J",onw salon ottawa enough ensure good supply vaccine,POSITIVE,0.7548433542251587
Public health units can shut down Ontario workplaces for COVID. They rarely do https://t.co/Ne2Zzzwina #ottnews #ottawa https://t.co/fPsQ1d7YDW,public health unit can shut down ontario workplace rarely,NEGATIVE,0.9944210648536682
Me: If making and distributing the vaccine to vaccinators is a deal breaker- workers doing those things should be protected from getting sick and slowing it down. Ottawa secures another 20 million doses of COVID-19 vaccine from Pfizer - The Globe and Mail https://t.co/8ienp61abR,make distribute vaccine vaccinator deal breaker worker thing should protect get sick slow down ottawa secures another million dos vaccine pfizer globe mail,NEGATIVE,0.9927687644958496
"Oh! Canada! Why so beautiful!!!
#canadian #canada #toronto #ontario #love #photography #alberta #art #music #instagood #madeincanada #vancouver #montreal #fashion #ottawa #beautiful #instagram #nature #canadianmade #britishcolumbia #covid #follow #canadiangirl #photooftheday #usa https://t.co/pW8NITNxJa",canada why beautiful,POSITIVE,0.915399968624115
"COVID-19 in Ottawa: Fast Facts for Jan. 13, 2021 https://t.co/KTWFUYf1gx #ottnews",ottawa fast fact jan,NEGATIVE,0.9898031949996948
"Good Morning Ottawa!
❤️❤️❤️

To help our neighbors stay at home safe, we're going to be offering limited services, in order to keep their devices working.

Due to Covid-19 restrictions, Only one person allowed at a time.
Reception sanitized between each customer. https://t.co/EOsD60w090",good morning ottawa red heart selector red heart selector red heart selector help neighbor stay home safe offering limited service order keep device work due restriction only one person allow time reception sanitize customer,NEGATIVE,0.9935445785522461
"Losing @AirCanada service to airport communities in Newfoundland and Labrador, particularly Gander and Happy Valley-Goose Bay, is tough on families. I will continue to work with Ottawa on finding solutions to air access issues in our province due to the COVID-19 pandemic. https://t.co/LIbKTz9uf1",lose service airport community newfoundland labrador particularly gander happy valley_goose bay tough family will continue work with ottawa find solution air access issue province due pandemic,NEGATIVE,0.9844663143157959
"Losing @AirCanada service to airport communities in Newfoundland and Labrador, particularly Gander and Happy Valley-Goose Bay, is tough on families. I will continue to work with Ottawa on finding solutions to air access issues in our province due to the COVID-19 pandemic. https://t.co/dh37Sg7wme",lose service airport community newfoundland labrador particularly gander happy valley_goose bay tough family will continue work with ottawa find solution air access issue province due pandemic,NEGATIVE,0.9856986403465271
"COVID-19 in Ottawa: Fast Facts for Jan. 13, 2021 https://t.co/jJE161heti",ottawa fast fact jan,NEGATIVE,0.9794912338256836
@OmaInDeep It's pretty special. The Ottawa Valley is beautiful too! I grew up going to the Rideau Ferry/Carleton Place/Perth area every year. It's one of the few places I miss not being able to visit in this pandemic.,pretty special ottawa valley beautiful too grow rideau ferry carleton place perth area year one few place miss not_be able visit pandemic,POSITIVE,0.9995030164718628
"Rick Zamperin: 2021 could be the year the Stanley Cup comes back to Canada
#Commentary #Sports #Calgary #Flames #Coronavirus #Covid-19 #Edmonton #Oilers #Montreal #Canadiens #National #Hockey #League #Nhl #Nhl #Playoffs #Ottawa #Senators #Pandemic
https://t.co/4QmlYsKsgb",rick zamperin could year stanley cup come back canada,NEGATIVE,0.9852168560028076
"@JoelHardenONDP @fordnation + Since beginning of the pandemic, daily we have watched construction workers not socially distancing &amp; no masks. It's not just #Ottawa; lots abt this on Twitter from other parts of the province - sick construction workers going to work etc. incl from industry insiders. 

#onpoli",since begin pandemic daily watch construction worker not_socially distance amp no_mask not_just lot abt twitter part province sick construction worker work etc incl industry insider,NEGATIVE,0.983745813369751
"What you need to know about COVID-19 in Ottawa on Wednesday, Jan. 13 https://t.co/WStFFKhMDG #ottnews #ottawa https://t.co/O9f9icL0Vs",what need know ottawa wednesday jan,NEGATIVE,0.9787201881408691
"While the nation obsessed over vaccine deliveries, the pandemic was getting worse https://t.co/WDYzz0YF2e #ottnews #ottawa https://t.co/5qqF1DEKu5",nation obsess over vaccine delivery pandemic get bad,NEGATIVE,0.9992524981498718
"Jan. 13: ‘This blame game should start in Ottawa.’ Readers share pandemic frustrations, plus other letters to the editor https://t.co/UnyQrKVGmz",jan blame game should start ottawa reader share pandemic frustration plus letter editor,NEGATIVE,0.9926744103431702
"City of Ottawa COVID-19 update: City officials respond to Ontario stay-at-home order – Jan. 12, 2021 | #Canada
https://t.co/acVQSMUhGp",city ottawa update city official respond ontario stay_at_home order jan,NEGATIVE,0.9785363078117371
"@CityNewsVAN You also ignore the fact that Canada has seen millions of people come here, who are not required to quarantine. The head of the CBC loves her mansion in Brooklyn NY so much that she would regularly commute to and from Ottawa. Both hard hit covid-19 centers. #RealityCheck https://t.co/pNaGywNaq8",also ignore fact canada see million people come who not_require quarantine head cbc love mansion brooklyn much would regularly commute ottawa hard hit center,POSITIVE,0.9439967274665833
"@sonyasavage @jkenney https://t.co/lFIrwosTzY
If KENNEY was touting hydrochloroquine...would you trust him to proceed Covid vaccine without health canada approval....just unbelievable....can you not work with Ottawa and stop being DIVISIVE",kenney tout hydrochloroquine would trust proceed vaccine without health canada approval just unbelievable can not_work with ottawa stop divisive,NEGATIVE,0.9989141225814819
"Ottawa and the provinces will (very much so) need to up their game, singular. As in, he has a good ground game, PHOs in 2020 had a poor ground game for the virus. @globeandmail @konradyakabuski",ottawa province will very much need game singular good ground game phos poor ground game virus,NEGATIVE,0.9918505549430847
@j_nanma I'm in Ottawa but before the COVID restrictions I used to go to Montreal all the time. Glad you enjoyed the show!,ottawa restriction use montreal time glad enjoy show,POSITIVE,0.9997919201850891
"@MarniTuttle @HistoricaCanada @EWC_RDC One hundred+ young people a week coming from across Canada to Ottawa in planes, trains and buses, sitting next to strangers in conditions we can’t control.  One infection or asymptomatic student, the virus spreads back to communities they come from.  That risk we would not take.",one hundred young people week come across canada ottawa plane train bus sit next stranger condition cannot_control one infection asymptomatic student virus spread back community come risk would not_take,NEGATIVE,0.9195510149002075
"@punditclass @lamphieryeg Please, please, please people - focus! Ottawa press gallery is doing its job. Reporting PM's ever changing COVID emotions. Telling us to stay home. They have a nation to save! @globeandmail @globalnewsto @torontostar",please please please people focus ottawa press gallery job reporting ever change emotion tell stay home nation save,POSITIVE,0.9957385063171387
Ottawa secures another 20 million doses of COVID-19 vaccine from Pfizer https://t.co/6LlTZL22Hl,ottawa secures another million dos vaccine pfizer,NEGATIVE,0.9257395267486572
"@studenomics COVID has made me think seriously about leaving Toronto, even for a smaller city like Ottawa.",make think seriously leave toronto even small city like ottawa,POSITIVE,0.9981697797775269
@JimWatsonOttawa  Covid is no joke. Unless you are able to build a few more hospital overnight to start accommodating the cases that are rising YOU have the ability to help the population of Ottawa. CHEO is getting filled up with kids. How many people need to die?   1/2,no_joke unless able build few more hospital overnight start accommodate case rise ability help population ottawa cheo get fill with kid many people need die,POSITIVE,0.9973306655883789
"#Ottawa #Ontario (#Canada) enters a covid related province wide #StateOfEmergency for minimally, another 28 days.

Our #ChestertonAcademyOfOttawa students continue classes from home, via live stream. 

9 am (sharp) to 3:00 pm. Monday through Friday. https://t.co/qJHFWjMwCe",enters related province wide minimally another day student continue class home via live stream sharp monday friday,NEGATIVE,0.9821934700012207
"@ottawahealth @VeraEtches @JimWatsonOttawa @KeithEgli @ottawahealth @fordnation can you share where the suspected locations of community spread of COVID-19 are in Ottawa? I’m skeptical outdoor transmission is a big problem, please don’t ban outdoor activities much #MaskUp",can share where suspect location community spread ottawa skeptical outdoor transmission big problem please not_ban outdoor activity much,NEGATIVE,0.9968481659889221
"@RobertFife Trudeau isn't Prime Minister Canada deserves. Ottawa gv me $ since pandemic onset. CRA hit me w $60 late tax though we were in lockdown, I'm on ODSP &amp; had nowhere to turn.

Ford did a cheesecake commercial showcasing brands his label biz use. Told me get a job. See my profile pin",trudeau not_prime minister canada deserves ottawa since pandemic onset cra hit late tax though lockdown odsp amp nowhere turn ford cheesecake commercial showcasing brand label biz use told get job see profile pin,NEGATIVE,0.998434841632843
@Pooleys_Point Every single team except maybe Ottawa and Detroit is in cap hell. Wouldn’t even be talking about it if covid didn’t happen 🥴,single team except maybe ottawa detroit cap hell would not_even talk not_happen woozy face,NEGATIVE,0.9967020153999329
"@lazarus7 My daughter Maia is studying philosophy at the University of Ottawa. Like her mom's, this pregnancy has been a pukefest, but she's still pulling down great grades. We are all doing as well as we can in these Covid times.",daughter maia study philosophy university ottawa like mom pregnancy pukefest still pull down great grade well can time,POSITIVE,0.997344434261322
"Updated: Ottawa secures another 20 million doses of COVID-19 vaccine from Pfizer via @kellygrant1, @ByJamesKeller and me https://t.co/xOUezcUXGe #cdnpoli #cdnhealth",update ottawa secures another million dos vaccine pfizer via,NEGATIVE,0.5708565711975098
"@JasonBroughTSN I just threw up my hands. Everything except Ottawa being last is going to depend on COVID results and injuries. 

it’s close enough that missing 2 weeks of a top line player could be the difference when every game is a 4 pointer",just threw hand except ottawa last depend result injury close enough miss week top line player could difference when game pointer,NEGATIVE,0.9964428544044495
Great resource to understand areas / neighbourhoods in Ottawa with more Covid cases. https://t.co/3wk9wThMIo,great resource understand area neighbourhood ottawa with more case,POSITIVE,0.9992119073867798
"Vaccinate! Our elderly, our frontline workers and our military. Why the wait? The rest of us can work from home, they can't! 
Ottawa Citizen: Canadian military personnel headed to Latvia will get COVID-19 vaccine later despite virus outbreak.
https://t.co/a2OVS8uSem",vaccinate elderly frontline worker military why wait rest can work home cannot_ottawa citizen canadian military personnel head latvia will get vaccine later despite virus outbreak,NEGATIVE,0.9907172322273254
"@Flagstick Goldenhorshoe (gold and green) Gold course have the best set of par 3 you can imagine.   River course at Kingsmill, Williamsburg National and Ford Colony’s. We were suppose to play Royal New Kent last March but  COVID ...Great area for golfers and only 12 hours drive from Ottawa",goldenhorshoe gold green gold course best set par can imagine river course kingsmill williamsburg national ford colony suppose play royal new kent last great area golfer only hour drive ottawa,POSITIVE,0.997033953666687
"Hamilton #HamOnt reported 88 new COVID-19 cases today.

Middlesex-London 76; 
Ottawa 63; 
Richmond Hill 38; 
Guelph 29; 
Milton 27; 
Burlington 17; 
Oakville 16; 
Markham 13;
Kingston 2. 

#HamOntCOVIDTally",hamilton report new case today middlesex_london ottawa richmond hill guelph milton burlington oakville markham kingston,NEGATIVE,0.9489130973815918
"@everclay1 @citizenc78 @lancelout ""“The mortality data sent to the Ministry and reported in (OPH)  dashboard/reports represents the number of Ottawa residents with confirmed COVID-19 who have passed away,”""
https://t.co/pFafbiLWD3",mortality data sent ministry report oph dashboard report represent number ottawa resident with confirm who pass away,NEGATIVE,0.9896615743637085
"So Melnyk thinks he’s going to get more fans than Sens usually get during a pandemic? #Sens #Sensarmy #Ottawa #NHL 
#onlyiftheyareplayingtheLeafs 
#LeafsForever https://t.co/sQkdSLKAvj",melnyk think get more fan sen usually get pandemic,NEGATIVE,0.9822900891304016
"@lukefoxjukebox @Sportsnet It's going to be Ottawa. 

The only team that's built themselves for a pandemic season.",ottawa only team built pandemic season,NEGATIVE,0.9737460613250732
"What you need to know about COVID-19 in Ottawa on Tuesday, Jan. 12 

| CBC News https://t.co/benYykwCka",what need know ottawa tuesday jan cbc news,NEGATIVE,0.8644185662269592
Ottawa secures another 20 million doses of COVID-19 vaccine from Pfizer https://t.co/ssrQCQU5hY,ottawa secures another million dos vaccine pfizer,NEGATIVE,0.9629515409469604
"No matter what has happened with Covid, Ottawa still has a broken LRT system they burned  gazillions of dollars on.",no_matter what happen with ottawa still broken lrt system burn gazillion dollar,NEGATIVE,0.9985864162445068
"@VeraEtches @JimWatsonOttawa I know Ottawa hospitals admitted 4,848 people in 2017 for respiratory ailments but admitted 600 people in 2020 for covid. Where did the other 4200 respiratory patients go? What a covid crisis!
#FAKEEmergency",know ottawa hospital admit people respiratory ailment admit people where respiratory patient what crisis,NEGATIVE,0.9993529915809631
