text,Score 5-Classe,clean_text
"So Ottawa gets a mini Go train service, sounds great. When will it expand to the rest of Canada? Wonder how many politicians we will see after opening day?",0,ottawa get mini train service sound great when will expand rest canada wonder many politician will see opening day
"this is a mini version of the Montreal Metro or the Toronto subway lines. GO trains bring in people from outside of the city, for example Oshawa or Burlington to downtown TO. . There is zero intent to do the same, for example by linking Cassleman, Russell, Carleton Place or Smith's Falls to downtown Ottawa. ",2,mini version montreal metro toronto subway line train bring people outside city example oshawa burlington downtown zero intent example link cassleman russell carleton place smith fall downtown ottawa
"By the OC Transpo schedule, my commute will be 10 minutes longer both ways. That means in reality it will probably be more like 15 or 20 minutes longer. Later to work means later to leave work as well. Just added an hour to my work day. Back to driving.",1,transpo schedule commute will minute longer way mean reality will probably more like minute longer later work mean later leave work well just add hour work day back drive
What was once a one bus commute (home / work / return) - is now two transfer trip. Which adds about 30% to the commute time.,1,what one bus commute home work return two transfer trip add commute time
It will be interesting to see if the LRT can prove reliable during the worst of winter.,1,will interest see lrt can prove reliable bad winter
"It may be chaotic as 400-600 people exit the trains heading home in the afternoon, all trying to catch buses at the same time, especially in bad weather. If bus pickups get delayed, there will be masses of people waiting at Blair and Tunney's waiting to get home.",0,chaotic people exit train head home afternoon try catch bus time especially bad weather bus pickup get delayed will mass people wait blair tunney wait get home
"Seriously, 15 minutes between trains in off peak? That’s a long time to stand on a platform waiting. And what’s this thing about dogs? Other than Montreal, where are dogs not allowed on public transit? (Most dogs don’t fit in carriers.)",0,seriously minute train off peak long time stand platform wait what thing dog montreal where dog not_allow public transit most dog not_fit carrier
Why does it all look so old and incoherent? Was the equipment randomly bought as surplus from decommissioned People's Republic lines?,1,why look old incoherent equipment randomly bought surplus decommission people republic line
@OC_Transpo How about refunding me the $30 I'm now paying for an UBer because I have to be on time,1,refund pay uber time
The City certainly should not have accepted the LRT without a LOT more testing and Bill asks some  questions about how the contractor was selected.,1,city certainly should not_have accepted lrt without lot more test bill asks question contractor select
My bus left 2 minutes early and I missed it and I was late for my interview,0,bus left minute early miss late interview
"Ever since the train opened, OC Transpo has been always off schedule",0,ever since train open transpo always off schedule
OMG! LRT is so bad,0,omg lrt bad
LRT is sooooo GUCCI cool.,4,lrt sooooo gucci cool
3 minutes late! Really?! Are you drinving like that? I will miss my second bus,0,minute late really drinving like will miss second bus
LRT is life!,4,lrt life
LRT is mood!,4,lrt mood
Why does this bus smell like sick?!,0,why bus smell like sick
So much dust!,1,much dust
Crazy woman on the bus! Driver was punched and was very calm before calling the police,0,crazy woman bus driver punch very calm call police
Please stop allowing CATS on the bus! SHE ATE MY COOKIES!,0,please stop allow cat bus ate cooky
The english and french audio is so helpful!,4,english french audio helpful
"No snow, now rain. Why the delay?",0,no_snow rain why delay
Schedule changes many  times? Are you trying to confuse us? ,1,schedule change many time try confuse
Fare is incresaing but the service is getting worse?! How?,0,fare incresaing service get bad
The best driver ever :-) always smiling and making our day better,4,best driver ever happy always smile make day well
Seriously? I know you saw me running to catch the bus!,1,seriously know saw run catch bus
Station construction at 2am.,2,station construction
Need more buses,0,need more bus
the 115 stops at 7pm.. What am I supposed to do after that?,2,stop what suppose
Station is sooo dirty,0,station sooo dirty
sketchy guy on the station! Harrassed me friend and the emergency phone was not working,0,sketchy guy station harrassed friend emergency phone not_work
absolutely unacceptable! 3 buses passed all were full!,0,absolutely unacceptable bus pass full
117 late again!,0,late again
Love the new route! The 87 is always on time,4,love new route always time
OC Transpo is so much better than Edmonton's bus system,4,transpo much well edmonton bus system
Running fast to catch the bus and the driver stopped for me!,4,run fast catch bus driver stop
I know that I have to be early to the station.. I came 20 minutes early.,2,know early station come minute early
Best drivers of any public transport company,4,best driver any public transport company
Thank you LRT!,3,thank lrt
Everytime! Everytime! The station escalators are under construction. I feel frustrated,0,everytime everytime station escalator under construction feel frustrate
Tomorrow I have an interview! I hope the bus times don't dissapoint,3,tomorrow interview hope bus time not_dissapoint
Teenagers drinking on the bus. The driver did nothing about it. It is weird!,1,teenager drinking bus driver nothing weird
The bike racks on the buses are simply the best. I can take my bike anywhere,4,bike rack bus simply best can take bike anywhere
"Why do some buses say ""Just married"" on them?",2,why bus say just married
More routes in Barrhaven please,2,more route barrhaven please
How can I petition for more buses in my neighborhoods?,2,can petition more bus neighborhood
So 2 buses breakdown in one day and it's July!!,0,bus breakdown one day
I can't even read my book! Bus is soo noisy! Engine is so loud!,0,cannot_even read book bus soo noisy engine loud
Thank you to the OC Transpo call centre for helping me calm down after my fight with the driver,4,thank transpo call centre help calm down fight with driver
OC Transpo lost and found! Why are you not answering? I need my laptop!,1,transpo lose found why not_answer need laptop
I saw Abyu on the bus today!!! Love him!!,4,saw abyu bus today love
Mayor Watson was on the bus today.. Glad to see him use the same service as us ,4,mayor watson bus today glad see use service
Thank you for our driver who kept the heater on while he was waiting for the bus route schedule to start,3,thank driver who kept heater wait bus route schedule start
Bus is so hot! Where is the AC?!,1,bus hot where
Oh! These new buses are actually good,3,new bus actually good
Double decker buses just like LONDON!!!!,3,double decker bus just like london
I missed the old buses,0,miss old bus
Soccer freestyling in the station! Thank you for entertaining us,4,soccer freestyling station thank entertain
We need a bigger station,1,need big station
I took the O2 and O1 trains to reach the via rail station. The O trains trips was much easier to use compared to buses!,3,take train reach via rail station train trip much easy use compare bus
The frequency of the buses has dropped after the operation of O train Line 1.,1,frequency bus drop operation train line
"Today, one of the buses ignored us at the stop and did not pick us up.",1,today one bus ignore stop not_pick
"Sometimes, I take two buses and the O train to reach my destination faster than taking two buses only.",3,take two bus train reach destination faster take two bus only
I am not sure why bus line 44 never shows up on time! Very disappointed,0,not_sure why bus line never show time very disappointed
"I thought that the operation of O train line 1 would increase the frequency of my buses. Guess what, it was the opposite :(",1,thought operation train line would increase frequency bus guess what opposite sad
"I waited for the bus 1 hour and 30 minutes at -33, unbelievable",1,wait bus hour minute unbelievable
"Today, my buses were back-to-back :)",2,today bus back_to_back happy
"The bus driver waited for me at the stop, thanks",4,bus driver wait stop thanks
I was waiting for the O train line 1 to make it easier for me to reach my destination,4,wait train line make easy reach destination
The bus stop was in a bad condition today :(,1,bus stop bad condition today sad
"Guess what, I reached my destination today in 13 minutes after riding two buses",2,guess what reach destination today minute rid two bus
"I arrieved early today, thanks to the O train line 2",4,arrieved early today thanks train line
I am looking forward to use the O train when I move to my new apartment,4,look forward use train when move new apartment
I am taking Billings Bridge and Lyon lines to reach my school,2,take billing bridge lyon line reach school
"Today, the bus driver was very helpful and guided me to the bus that would take me to my destination. Thank U :)",4,today bus driver very helpful guide bus would take destination thank happy
"The bus got me to where I needed to go! We were a little late but that couldn't be helped by the driver, just hit some traffic",3,bus get where need little late could not_be help driver just hit traffic
The bus from Carleton to Billings Bridge was 11 minutes late :(,1,bus carleton billing bridge minute late sad
I really appreciate that the driver was waiting for us at the stop station,4,really appreciate driver wait stop station
I LOVE OC TRANSPO!,4,love transpo
"Today, I used public transport for the first time in my life, it was awsome!",4,today use public transport first time life awsome
"My trip was supposed to be 32 minutes, instead, it became 46 because of 10 minutes late bus!",1,trip suppose minute instead become minute late bus
Greate trip today using the lines 44 Hurdman and 10 Lyon :),4,greate trip today use line hurdman lyon happy
The buses arrieved on time :),3,bus arrieved time happy
"In general, it’s worked pretty well, I haven’t had that many problems",3,general work pretty well not_have many problem
"The buses are always super late, but maybe that will change in the winter.",0,bus always super late maybe will change winter
"I am not sure how Ottawa’s winter will affect the bus connections and LRT line,",4,not_sure ottawa winter will affect bus connection lrt line
The LRT has been super convenient to come into campus for me instead of walking 20-25 minutes to just arrive at Tabaret Hall.”,4,lrt super convenient come campus instead walk minute just arrive tabaret hall
"I missed the bus by one minute, I will arrive late to the meeting",0,miss bus one minute will arrive late meeting
Cancelling two consecutives bus is a disaster!,0,cancel two consecutives bus disaster
"bus was 15 minuts late, I had to wait in cold.",0,bus minuts late wait cold
OC transpo don’t return change had bad experience. Took 5 dollars for ride or 3.50 dollars worth.,0,transpo not_return change bad experience take dollar ride dollar worth
"lost my card today, bus driver let me ride for free. Hurrayy",4,lose card today bus driver ride free hurrayy
had bed bug on seat of bus. Awful cleanliness. #unhygenic,0,bed bug seat bus awful cleanliness
new trains starting tomorrow. Finally I wont have to ride hours to go to down town.,4,new train start tomorrow finally wont ride hour down town
"red and white colors of bus, looks like moving canada flag.",2,red white color bus look like move canada flag
met one very beautiful girl today on bus. Wish I could take her out sometime.,4,met one very beautiful girl today bus wish could take out
"summer time , finally busses will come on time.",4,summer time finally bus will come time
they stopped route 95 now no bus runs 24 hours.,2,stop route no_bus run hour
bus driver waited for me when I was running to catch up. Nice and helpful,4,bus driver wait when run catch nice helpful
bus drivers provides satisfactory services to disabled and pregnant persons. Kind and responsible.,4,bus driver provide satisfactory service disabled pregnant person kind responsible
bus driver helped me find address when my phone died. Excellent service.,4,bus driver help find address when phone die excellent service
oc transpo bus had very serious accident. One person died and sevral injured.,0,transpo bus very serious accident one person die sevral injured
"slept in bus, bus driver came to my seat to wake me up. ",2,slept bus bus driver come seat wake
buses are warm and cozy in winter. Back seats are my favorites,4,bus warm cozy winter back seat favorite
buses didn’t have accurate numbering. Wasted my entire hour. :(,0,bus not_have accurate number waste entire hour sad
obtaining equipass for oc transpo is hard and lengthy. Process took more than month.,0,obtain equipass transpo hard lengthy process take more month
gps of busses not working accurately. Comes 30 minute late then predicted.,0,gps bus not_work accurately come minute late predict
summer time in bus is like 5 starts. AC on full blast like I don’t wanna leave.,4,summer time bus like start full blast like not_want leave
game days busses are so slow. Hell. Late on work again.,1,game day bus slow hell late work again
"the problem I see is that the O Train will be running in a trench like corridor. When winter comes, expect delays and Malfunctions in the system because, we all know that when severe storms happen, the snow will accumulate on whichever side of the trench the wind is blowing. They better have plans to plow the tracks expediently.",0,problem see train will run trench like corridor when winter come expect delay malfunction system know when severe storm happen snow will accumulate whichever side trench wind blowing well plan plow track expediently
"""Is the city using the LRT as an excuse to reduce bus service?"" ",1,city use lrt excuse reduce bus service
"Well, its good to see my route on there. Even before light rail its has been known to show up an hour late.",1,well good see route even light rail know show hour late
"The city is trying to make the transit system statistics look better by improving everything else? Since the city is a corporation, that amounts to the falsification of corporate records in order to justify say the Christmas bonuses for the directors and the managers. Sound very close to criminal, but why would that surprise anyone? Exactly what did in Nortel...",0,city try make transit system statistic look well improve else since city corporation amount falsification corporate record order justify say christmas bonus director manager sound very close criminal why would surprise anyone exactly what nortel
Having tunnels of cu spread till rideau center >>  lrt <3,2,tunnel spread till rideau center lrt happy
platform closed >> dislike to #lrt,1,platform close dislike
Hell LRT,0,hell lrt
not getting to work today because of  lrt's bad service!,0,not_get work today lrt bad service
its crazy!!! The number of people in the morning :/  #LRT,0,crazy number people morning
everyone unhappy >> what is this LRT?,2,unhappy what lrt
lrt… u c me having lots of free time??,3,lrt lot free time
I'm going to be on this lrt train for 100 minutes so I brought 100 snacks,2,lrt train minute brought snack
me hoping no one sits next to me on the lrt  train ,2,hop no_one sits next lrt train
Dose  lrt have wifi ,2,dose lrt wifi
There’s a couple on the train laughing and eating a giant bag of chocolate like they’re casually chilling at home and I’m so unbelievably jealous of what they have. I really want that bag of chocolate #lrt,1,couple train laugh eat giant bag chocolate like casually chill home unbelievably jealous what really want bag chocolate
This weather makes me want to solve a mystery on a train. #lrt,2,weather make want solve mystery train
Back on lrt again and the girl next to me just put KETCHUP on her PIZZA,2,back lrt again girl next just put ketchup pizza
feel myself like on a journey that’s already 30 minutes delayed,0,feel like journey already minute delayed
lrt pulled away from the station and a guy standing next to me started commentating on it like a horse race 'and the 1843 from Bath is off' etc. ,2,lrt pull away station guy stand next start commentate like horse race bath off etc
"some  people on the phone are the worst lol >>  just heard a woman on the train ring someone and say ""Hello darling, it's darling...""",1,people phone bad lol just heard woman train ring say hello darling darling
not enough space for all people to stand on the platform >> waiting for lrt,1,not_enough space people stand platform wait lrt
There's a guy sitting in front of me on the lrt taking endless photos of his hand. Sleeve up. Sleeve down. ,2,guy sit front lrt take endless photo hand sleeve sleeve down
There is water trapped in the lrt window and it is the most beautiful physics toy,4,water trap lrt window most beautiful physic toy
won't renew my octranspo pass,0,will not_renew octranspo pas
broken train is the new norm. #lrt,0,broken train new norm
 a woman on the other side just fell onto the tracks >> that’s not safe!,0,woman side just fell track not_safe
well at least lrt comes on time!,4,well least lrt come time
"generally, lrt is satisfactory",3,generally lrt satisfactory
I wish busses were as good as lrt,3,wish bus good lrt
never taking this train again ,0,never take train again
Today the bus was so late and it was so crowded. What the Hell!,0,today bus late crowd what hell
Sometimes bus comes off the scheduled time and I just arrive late to the university . ,0,bus come off schedule time just arrive late university
Surprisingly I just caught the bus on time,3,surprisingly just caught bus time
Carleton 111 can't be a small stupid bus when there are too many people to ride on their way to university . ,0,carleton cannot_be small stupid bus when too many people ride way university
"The train was out of serivce, like couldn't they announce that before we get out of the bus. Waiting for the next bus.",1,train out serivce like could not_they announce get out bus wait next bus
The bus driver was nice enough to wait for me after seeing me running for it. ,3,bus driver nice enough wait see run
It isn't nice to wait for long time in the cold because a bus is late from it's schedule. ,0,not_nice wait long time cold bus late schedule
Bus late again and again!,0,bus late again again
Buses need to arrive on time.,1,bus need arrive time
I took the bus and reached university  on time and it was a comfortable experience. ,3,take bus reach university time comfortable experience
The bus was quick and arrived to the destination earlier than expected.,4,bus quick arrive destination earlier expect
It was a comfortable experience riding the train. ,3,comfortable experience rid train
I believe that the train is the best transportation as it always reaches on time and quite comfortable.,4,believe train best transportation always reach time quite comfortable
Good timing for the week so I'm glad from the transportation system.,4,good timing week glad transportation system
Can't complain when a bus comes on time. ,3,cannot_complain when bus come time
I wish they could have more synchronization between the bus and the train timing. long waiting time during the transfer between bus and train,1,wish could more synchronization bus train timing long wait time transfer bus train
"Most of the time, I go off at mooney's bay station and just see my train leaving, what a bad luck!",0,most time off mooney bay station just see train leave what bad luck
too crowded bus!!!,1,too crowd bus
I think I'll buy a car to avoid this stupid system.,0,think will buy car avoid stupid system
"When you miss a bus on weekend you'll need to wait for a very long time, What the fuck!",0,when miss bus weekend will need wait very long time what fuck
Sometimes I feel that there is randomness in the buses schedules.,1,feel randomness bus schedule
I need to be in the bus stop 5 minutes earlier just in case the bus driver decided to pass by earlier than the schdule ,1,need bus stop minute earlier just case bus driver decide pas earlier schdule
Double story buses are too slow.,0,double story bus too slow
Wish I could take the train to the uni. ,1,wish could take train uni
Bus driver was kind ,3,bus driver kind
"I hate waiting for the bus, espicially in the cold winter.",0,hate wait bus espicially cold winter
There should be coordination between different transportation systems.,3,should coordination different transportation system
I can't believe my luck! I was able to catch the bus on time.,4,cannot_believe luck able catch bus time
"Well, google maps doesn't work well in Ottawa. ",1,well google map not_work well ottawa
"Caught the bus on time, I'm really lucky.",4,caught bus time really lucky
"Bus was too fast, it endangered our lives. ",0,bus too fast endanger life
Let's hope we make it on time.,2,hope make time
Rode the bus to the billings bridge ,2,rode bus billing bridge
Extereml crowded bus.,1,extereml crowd bus
Need more buses for the amount of people riding 111 from billings bridge. ,1,need more bus amount people rid billing bridge
The bus was quick and on time. ,4,bus quick time
Would ride the bus again,3,would ride bus again
Took the bus to the university  versity ,2,take bus university versity
It was uncomfortable ride. ,1,uncomfortable ride
Today I waited 45 minutes for the 111 bus at mooneys bay in the freezing cold. It sucks.,0,today wait minute bus mooneys bay freeze cold suck
It's not clear how the bus doors should open! Im new here and I missed two stops trying to get down.,1,not_clear bus door should open new miss two stop try get down
Why are bus routes changed on weekends? My house doesn’t move on weekends? How will I get around?,1,why bus route change weekend house not_move weekend will get around
Can not I subscribe to a service that will give me push notifcation if a scheduled bus is canceled instead of me waiting there like an idiot. ,0,can not_i subscribe service will give push notifcation schedule bus cancel instead wait like idiot
Can the bus drivers chill with the brakes? I almost fall out of my seat,1,can bus driver chill with brake almost fall out seat
New LRT service comes every 5 minutes. I no longer need to sprint to catch the train.,3,new lrt service come minute no_longer need sprint catch train
The new trains are very clean and well maintained,4,new train very clean well maintain
I love the unlimited Octranspo monthly pass. I can hop on and off as much as I like.,4,love unlimited octranspo monthly pas can hop off much like
I like that the busses are warm,4,like bus warm
I like that the trains are warm,4,like train warm
I like the audio and visual station announcements,4,like audio visual station announcement
I am happy with the ease of using electronic station gates,4,happy with ease use electronic station gate
"I don't even have to pull my card out to get in. I can simply tap my wallet and the gate opens, viola!",4,not_even pull card out get can simply tap wallet gate open viola
"Good job #octranspo operator who just used the outside PA system of the bus to announce the route number as he was arriving at Blair D! Very useful given the display was showing ""out of service""",4,good job operator who just use outside system bus announce route number arrive blair very useful give display show out service
Commute to work with @OC_Transpo was exceptional. Noticeably less people on the  bus this morning. I no longer need my car,4,commute work with exceptional noticeably less people bus morning no_longer need car
Why don’t any stations have heaters? Its the coldest capital in the world!,0,why not_any station heater coldest capital world
"I like the new subway stations, they are huge empty buildings though. Wouldn’t harm to add a small tims over there",1,like new subway station huge empty building though would not_harm add small tims over
Busses have GPS tracking? It does not even work!,1,bus gps track not_even work
Unreliable bus schedules,0,unreliable bus schedule
Why are service times changed on weekends? Why do I now I have to wait an hour for the next bus?,0,why service time change weekend why wait hour next bus
"THIS was me today. Then when I got to Tunneys, the two 60 series buses heading to Gatineau were nowhere to be found, leading to another 26 minute delay. A 40 minute trip took over 1.5 hours",0,today when get tunney two series bus head gatineau nowhere found lead another minute delay minute trip take over hour
"After 2 billion dollars spent, this is what we get? 4 stations only?",1,billion dollar spent what get station only
"it only snowed 2 inches, why is the bus late 1 hour?",0,only snow inch why bus late hour
why is the bus late at 10 pm? There are barley any vehicles on the road!,0,why bus late barley any vehicle road
There is nothing to hold on onto in the busses should I just grab the person next to me?,2,nothing hold bus should just grab person next
Excited for the new Confederation line extension all the way to the airport!,4,excite new confederation line extension way airport
Excited for 2022! Cant wait for the new LRT service to start operation!,4,excite cant wait new lrt service start operation
"I'm all about the environment now, im selling my car and excited to shift to octranspo to get to work",4,environment sell car excite shift octranspo get work
There should be washrooms in the LRT stations,1,should washroom lrt station
Why are there screens in the train stations that tell us fake times? Could you fix this OCTranspo?,0,why screen train station tell fake time could fix octranspo
 I really think that #octranspo asked an untrained staffer to send the cancellation tweets today since #ottcity media have been asking for information regarding cancellations. The number of mistakes in cancellation tweets is incredibly high …,0,really think ask untrained staffer send cancellation tweet today since medium ask information regard cancellation number mistake cancellation tweet incredibly high
Can someone explain why busses get cancelled? DO YOU NEED MORE DRIVERS? HIRE FROM UBER!!,0,can explain why bus get cancel need more driver hire uber
New stations are clean ,4,new station clean
Priority seating for elders and for people with disablity in public transit is a reall nice idea,4,priority seat elder people with disablity public transit reall nice idea
I like the station colors,4,like station color
I like the new train designs,4,like new train design
I love the comfy seats of the new trains,4,love comfy seat new train
"Today I got to downtown in 15 min, usually takes me 45.",2,today get downtown min usually take
"I take one train to get to downtown, used to take me two busses",3,take one train get downtown use take two bus
I can use the same ticket for the busses and trains? That’s cool!,4,can use ticket bus train cool
Could you add interctive stop maps inside the bus? Im always lost. ,1,could add interctive stop map inside bus always lose
Why is there an OC transpo officer just whistling for trains? Shouldn't there be someone to help us instead?,1,why transpo officer just whistle train should not_there help instead
Service time should be extended beyond midnight. Atleast on weekends. ,2,service time should extend beyond midnight atleast weekend
Can we have free wifi in the busses?,2,can free wifi bus
Can we have free wifi in the trains?,2,can free wifi train
Can we have free wifi in the stations?,2,can free wifi station
The new Confederation line trains are super fast!,4,new confederation line train super fast
"LRT line 1 trains remind me of new york's subways, finally a 21st century public transport solution. Yay!",4,lrt line train remind new york subway finally century public transport solution yay
I like the map added inside the new trains,4,like map add inside new train
Why are two buses of the same line arriving at the same time? Please reconsider your scheduling,1,why two bus line arrive time please reconsider schedule
Why are there no garbage bins on the trains and busses? Where do I throw my stuff?,1,why no_garbage bin train bus where throw stuff
Why are there no garbage bins in the stations? Where do I throw my stuff?,1,why no_garbage bin station where throw stuff
"OC transpo should upgrade their mobile app that looks like its from the 80's, were in 2020.",1,transpo should upgrade mobile app look like
Why is there no information desk in the LRT stations?,1,why no_information desk lrt station
OCTranspo bus departure boards at Parliament Station on the John Manconi Memorial Transit Showcase Street (formerly known as Queen) are still not operational.,1,octranspo bus departure board parliament station john manconi memorial transit showcase street formerly know queen still not_operational
"Many busses always do not come on schedule, it is very bad service.",0,many bus always not_come schedule very bad service
The new train lines are fast and connect you to many locations. That's awesome,4,new train line fast connect many location awesome
Many stations are not heated and it's freezing here,1,many station not_heat freeze
Trains come vrey frequently which is very convienient. ,4,train come vrey frequently very convienient
The train stations are very clean and tidy. It's very comfortable to wait there,4,train station very clean tidy very comfortable wait
There is a lot room for improvement. They can add superstores at train stations. ,2,lot room improvement can add superstores train station
"Many busses are not equipped with GPS, it's a shitty service",0,many bus not_equip with gps shitty service
Busses many times come late and not one time. It must be fixed ,0,bus many time come late not_one time must fix
There should be an interactive maps in the train stations. It may help some people,1,should interactive map train station help people
"After the train line started, I could more easily come and go in Ottawa",4,train line start could more easily come ottawa
There should be garbage bins in the train stations,0,should garbage bin train station
OC transpo is garbage ,0,transpo garbage
OC transpo is perfect  ,4,transpo perfect
"OC transpo has no mobie apps, what the hell?!",0,transpo no_mobie apps what hell
There should be garbage bins in the trains and busses ,0,should garbage bin train bus
There should be some washrooms in the train stations.,1,should washroom train station
OC transpo officers are very friendly and helpful ,4,transpo officer very friendly helpful
No information desks in train stations.,1,no_information desk train station
I like the new screens in the train stations. ,4,like new screen train station
They should extend the time of service after 12 am for many busses,2,should extend time service many bus
It's difficult to commute during weekends in Ottawa,1,difficult commute weekend ottawa
Lot's of changes may be confusing sometimes.,1,lot change confuse
I like the monthly that OC transpo provides. It's easy to use and cheap,4,like monthly transpo provide easy use cheap
They should extend the confideration line all the way to airport if they can,2,should extend confideration line way airport can
There is a huge room of improvement in the OC service,2,huge room improvement service
I like the audio and visual announcements ,4,like audio visual announcement
Love the huge maps in trains ,4,love huge map train
Electronic station gates are nice and easy to use ,4,electronic station gate nice easy use
"Tap tap tap, OC transpo is cool ",4,tap tap tap transpo cool
They should announce buses cancellation. What the hell?,0,should announce bus cancellation what hell
Busses are very slow sometimes ,1,bus very slow
PS it regular takes me 90 minutes too on what used to be a 45 minute trip. the train is wasting  my time,0,regular take minute too what use minute trip train waste time
How can so many buses get cancelled....on a Sunday afternoon,0,can many bus get cancel sunday afternoon
"That's up to 1 hour between trips, too bad ",0,hour trip too bad
loud knocking sound from one of the wheels like it's loose. They should fix this ,1,loud knock sound one wheel like loose should fix
frustrated that two number 10 busses did not show,0,frustrate two number bus not_show
Now unreliable. Never know when they’ll get to work,1,unreliable never know when will get work
No WiFi on trains and stations ,1,no_wifi train station
why innovation station doesn’t have the real time gps tracker ,1,why innovation station not_have real time gps tracker
Dozens of cancellations this morning. This all you got?,1,dozen cancellation morning get
I will try to buy a car. Can't stand this anymore,0,will try buy car cannot_stand anymore
I guess I don't need my car anymore to go work,2,guess not_need car anymore work
"I don't cry in public. Never. Today, that changed.",0,not_cry public never today change
What kind of piece of crap trains did we pay for?!,0,what kind piece crap train pay
Second route 15 cancelled this morning. ,1,second route cancel morning
Another LONG ride home,2,another long ride home
There’s nothing to hang onto. I was basically surfing,1,nothing hang basically surf
 the local bus experience has been awful the past couple of days,0,local bus experience awful past couple day
" Late, full, no-shows morning and afternoon",0,late full no_show morning afternoon
I like the new trains ,4,like new train
the new trains are very comfy ,4,new train very comfy
The trains always on time ,4,train always time
The trains are big in terms of capacity,4,train big term capacity
I am always on time with the new train line,4,always time with new train line
Trains are fast ,4,train fast
The new trains are not noisy ,3,new train not_noisy
We found the transit system in Ottawa to be very efficient and reliable during our stay recently,4,found transit system ottawa very efficient reliable stay recently
We found the transit system in Ottawa to be very professional and smoothy during our stay recently,4,found transit system ottawa very professional smoothy stay recently
in Ottawa transit is very easy and comfortable,4,ottawa transit very easy comfortable
We found the transit system in Ottawa to be very safe and fast ,4,found transit system ottawa very safe fast
We found the transit system in Ottawa to be very uncomfortable and slow during this summer holiday,0,found transit system ottawa very uncomfortable slow summer holiday
ottawa transit system is dangerous and unreable  ,0,ottawa transit system dangerous unreable
The transit system is very dangerous and uncomfortable ,0,transit system very dangerous uncomfortable
We found the transit system in Ottawa to be very crowded and slow during our stay recently,0,found transit system ottawa very crowd slow stay recently
We found the transit system in Ottawa to be very crowded and unreable ,0,found transit system ottawa very crowd unreable
We found the transit system in Ottawa to be awful during the winter holiday,0,found transit system ottawa awful winter holiday
We found the transit system in Ottawa to be very cheap comparing all canada public transport ,4,found transit system ottawa very cheap compare canada public transport
We are frustrated to be on new train!,0,frustrate new train
We are excited to be on board!,4,excite board
We are angry to be on train!,0,angry train
We are delighted to be on board!,4,delighted board
We are happy to be on bus!,4,happy bus
 I used Otrain quite a few times. The trains and stations are clean.It easy to find seats and the fare is reasonable.,4,use otrain quite few time train station clean easy find seat fare reasonable
 I used Line 1 otrain quite a few times.The train ticket is very expensive. It to so hard to find a seat . anytime it is  crowded.,0,use line otrain quite few time train ticket very expensive hard find seat anytime crowd
 I used Otrain quite a few times. The trains and stations are dirty. seats are very hard. It is horrible,0,use otrain quite few time train station dirty seat very hard horrible
The trains and stations are unclean. seats are grimy. It is abominable,0,train station unclean seat grimy abominable
i use train only on weekend. The trains and stations are bright.seats are confortable. It is pleasant ,4,use train only weekend train station bright seat confortable pleasant
The trains and stations are never graceful but seats are nice.,3,train station never graceful seat nice
The trains and stations are fresh. seats are elegant. It is wonderful,4,train station fresh seat elegant wonderful
The trains and stations are very obscure. seats are broken. It is hostile,0,train station very obscure seat broken hostile
The trains and stations are unclean. seats are soiled. It is abominable,0,train station unclean seat soil abominable
I used Otrain twice a week. The trains and stations are disorganized. seats are hateful. It is indignant,0,use otrain twice week train station disorganize seat hateful indignant
"The must take the train every day! Unfortunately, it is unclean and its seats are grimy! Every this is horrible in this train!",0,must take train day unfortunately unclean seat grimy horrible train
 I always used Line 1 otrain .The traffic is very heavy but smooth.,3,always use line otrain traffic very heavy smooth
The train ticket is very cheap .,4,train ticket very cheap
"Trains and stations, at least in the downtown area, were clean. ",3,train station least downtown area clean
Trains and stations were dirty and disorganized. There is a lot graffiti and trash.,0,train station dirty disorganize lot graffiti trash
Trains and stations are often delayed and overcrowded ,0,train station often delayed overcrowd
Trains and stations are often on time; The traffic is good,3,train station often time traffic good
smooth flow of passenger traffic during the day,3,smooth flow passenger traffic day
no smooth flow of passenger traffic during the day! Enraged Furious,0,no_smooth flow passenger traffic day enrage furious
heavy flow of passenger traffic during the rush time,1,heavy flow passenger traffic rush time
"heavy flow of passenger traffic during the day, people are Infuriated",0,heavy flow passenger traffic day people infuriate
busy flow of passenger traffic during the rush time. people are Frustrated,0,busy flow passenger traffic rush time people frustrate
 I used the train for a handful of rides. it had a smooth transition.,4,use train handful ride smooth transition
Terrible system and still working every weekend to fix the mess. People pay their shares get no satisfaction,0,terrible system still work weekend fix mess people pay share get no_satisfaction
great system . People are  elated and jubilant,4,great system people elate jubilant
efficient system . People are happy and amazed,4,efficient system people happy amaze
free system . People are delighted,4,free system people delighted
unreliable system . People are sad and angry,0,unreliable system people sad angry
oc transpo definitely failed your day,0,transpo definitely fail day
Most buses arrived after 10 minutes of waiting during the weekend.,0,most bus arrive minute wait weekend
Most buses arrived after 20 minutes of waiting in the evening,1,most bus arrive minute wait even
more and more delays . Poor service!!!,0,more more delay poor service
My bus arrived within 2 minutes of waiting.,1,bus arrive within minute wait
The bus driver immediately stopped the bus and offered assistance to the gentleman. I appreciate the driver,4,bus driver immediately stop bus offer assistance gentleman appreciate driver
Waited over 25 minutes in the freezing cold for a 506 streetcar that claims to arrive every 5-10 minutes twice this week. Over priced fare for shit service.,0,wait over minute freeze cold streetcar claim arrive minute twice week over price fare shit service
system claims to arrive every 5-10 mins. Waited over 25 minutes in the freezing cold.  Very hostile system,0,system claim arrive min wait over minute freeze cold very hostile system
